RIVAL,PLAY #,HF,ODK,SERIES,DN,DIST,YARD LN,OFF FORM,OFF STR,MOTION,MOTION DIR,OFF PLAY,PLAY TYPE,RESULT,PI,PC,GN/LS,PLAY DIR,PASS ZONE,COVERAGE,PASSER_Jersey,PASSER_Name,RECEIVER_Jersey,RECEIVER_Name,INTERCEPTED BY_Jersey,INTERCEPTED BY_Name,KEY PLAYER_Jersey,KEY PLAYER_Name,TACKLER1_Jersey,TACKLER1_Name,BLZ_Jersey,BLZ_Name,RUSHER_Jersey,RUSHER_Name
ITA,53,2,O,5,4,7,-18,ISO,L,,,COOKIE JAR,Pass,1st DN,1,1,8,L,4,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
ITA,54,2,O,5,1,24,24,SLOT TIGHT,R,,,Z-REVERSE,Run,Rush,,,4,L,,,,,,,,,,,,,,,4,Maria del Mar
ITA,55,2,O,5,2,20,20,SLOT,L,,,XP-2,Pass,Incomplete,1,0,0,R,9,,10,Monica Rafecas,,,,,,,,,,,,
ITA,56,2,O,5,3,20,20,SLOT,L,,,C-CROSS,Pass,Complete,1,1,8,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,57,2,O,5,4,12,12,ISO,L,,,ISO DRAG,Pass,"Complete, TD",1,1,12,R,9,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
ITA,58,2,K,5,0,5,5,ISO,L,,,ISO DRAG,Extra Pt.,Good,1,1,,R,3,,10,Monica Rafecas,7,Elvira Núñez Calzado,,,,,,,,,,
ITA,59,2,D,6,1,20,-5,ARROW,R,,,,Pass,Penalty,,,18,R,2,REGULAR,,,,,,,,,6,Laia Girona,1,María Vidal,,
ITA,60,2,D,6,1,2,-23,SLOT,R,,,,Pass,1st DN,1,1,12,R,5,DALLAS,,,,,,,,,5,Estefanía Sastre Lois,1,María Vidal,,
ITA,61,2,D,6,1,15,15,SLOT,L,,,,Pass,Complete,1,1,5,L,1,DALLAS,,,,,,,,,8,Ana Leal,2,Victoria Sanchez Segarra,,
ITA,62,2,D,6,2,10,10,SLOT,R,,,,Pass,Complete,1,1,7,R,3,GOAL LINE,,,,,,,,,13,Cris Gómez,2,Victoria Sanchez Segarra,,
ITA,63,2,D,6,3,3,3,TRIPS TIGHT,R,,,,Pass,"Complete, TD",1,1,3,R,6,GOAL LINE,,,,,,,,,,,1,María Vidal,,
ITA,64,2,K,6,0,5,5,SLOT,R,X,R,,Extra Pt. Block,No Good,1,0,0,R,2,GOAL LINE,,,,,,,,,,,1,María Vidal,,
ITA,65,2,O,6,1,20,-5,SLOT,R,,,C-CROSS,Pass,Complete,1,1,5,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,66,2,O,6,2,15,-10,ISO,L,,,BRITISH TELECOM,Run,Rush,,,5,R,,,,,,,,,,,,,,,9,Olga Sotillo Val
ITA,67,2,O,6,3,10,-15,DOBLE TIGHT,R,,,FRENCHIE Y-REVERSE,Run,Rush,,,5,L,,,,,,,,,,,,,,,9,Olga Sotillo Val
ITA,68,2,O,6,4,5,-20,SLOT,R,,,BREAD AND BUTTER,Pass,1st DN,1,1,8,R,3,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
ITA,69,2,O,6,1,22,22,SLOT,R,,,HONEY,Pass,Penalty,,,-5,R,3,,9,Olga Sotillo Val,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,70,2,O,6,2,27,27,SLOT,L,,,C-CROSS,Pass,Complete,1,1,12,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,71,2,O,6,3,15,15,SLOT TIGHT,R,,,Z REVERSE,Pass,Penalty,,,-5,L,5,,4,Maria del Mar,,,,,,,,,,,,
ITA,72,2,O,6,4,20,20,SLOT TIGHT,R,,,Z REVERSE,Run,Rush,,,10,L,,,,,,,,,,,,,,,4,Maria del Mar
ITA,73,2,D,7,1,20,-5,TRIPS,R,,,,Pass,1st DN,1,1,23,R,9,KANSAS,,,,,,,,,13,Cris Gómez,2,Victoria Sanchez Segarra,,
ITA,74,2,D,7,1,22,22,SLOT,L,,,,Pass,Penalty,,,-5,,,DALLAS,,,,,,,,,,,2,Victoria Sanchez Segarra,,
ITA,75,2,D,7,1,27,27,SLOT,R,,,,Pass,Complete,1,1,9,R,3,DALLAS,,,,,,,,,8,Ana Leal,2,Victoria Sanchez Segarra,,
ITA,76,2,D,7,2,18,18,SLOT,L,,,,Pass,Incomplete,1,0,0,R,8,DALLAS,,,,,,,,,,,1,María Vidal,,
ITA,77,2,D,7,3,18,18,SLOT,L,,,,Pass,Complete,1,1,8,L,5,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
ITA,78,2,D,7,4,10,10,SLOT,L,,,,Pass,"Complete, TD",1,1,10,L,7,GOAL LINE,,,,,,,,,,,2,Victoria Sanchez Segarra,,
ITA,79,2,K,7,0,5,5,SLOT,R,,,,Extra Pt. Block,No Good,1,0,0,,,GOAL LINE,,,,,,,,,2,Victoria Sanchez Segarra,2,Victoria Sanchez Segarra,,
ITA,80,2,O,7,1,20,-5,DOBLE TIGHT,R,,,FRENCHIE,Pass,Complete,1,1,4,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,81,2,O,7,2,16,-9,BUNCH,R,,,Z-REVERSE,Run,Rush,,,3,R,,,,,,,,,,,,,,,4,Maria del Mar
ITA,82,2,O,7,3,13,-12,ISO,R,,,BRITISH TELECOM,Run,Rush,,,1,L,,,,,,,,,,,,,,,9,Olga Sotillo Val
ITA,83,2,O,7,4,12,-13,I,R,,,,Run,Rush,,,5,L,,,,,,,,,,,,,,,9,Olga Sotillo Val
ITA,84,2,D,8,1,20,-5,SLOT,R,,,,Pass,"Complete, TD",1,1,45,R,9,JAULA,,,,,,,,,,,1,María Vidal,,
ITA,85,2,K,8,0,5,5,SLOT,L,,,,Extra Pt. Block,No Good,1,0,0,L,2,GOAL LINE,,,,,13,Cris Gómez,,,,,1,María Vidal,,
ITA,86,2,S,8,1,20,-5,BUNCH,L,,,,Run,Downed,,,,,,,,,,,,,,,,,,,,
CAN,1,1,O,1,1,20,-5,DOBLE TIGHT,R,,,,Pass,Complete,1,1,15,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
CAN,2,1,O,1,2,5,-20,SLOT,R,,,,Pass,1st DN,1,1,24,L,7,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
CAN,3,1,O,1,1,6,6,SLOT,R,,,,Pass,"Complete, TD",1,1,6,R,6,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
CAN,4,1,K,1,0,5,5,ISO,L,,,,Extra Pt.,No Good,1,0,,R,6,,10,Monica Rafecas,,,,,,,,,,,,
CAN,5,1,D,1,1,20,-5,SLOT,L,,,GANCHOS,Pass,Complete,1,1,5,L,1,DALLAS,,,,,,,,,8,Ana Leal,1,María Vidal,,
CAN,6,1,D,1,2,15,-10,SLOT,R,,,C-CROSS,Pass,Incomplete,1,0,0,R,9,DALLAS,,,,,,,,,,,1,María Vidal,,
CAN,7,1,D,1,3,15,-10,SLOT,L,,,C-CROSS X-MEDIO,Pass,Complete,1,1,14,L,1,DALLAS,,,,,,,,,8,Ana Leal,1,María Vidal,,
CAN,8,1,D,1,4,1,-24,SLOT,L,,,,Pass,1st DN,1,1,11,R,3,DALLAS,,,,,,,,,,,1,María Vidal,,
CAN,9,1,D,1,1,15,15,SLOT,L,,,GANCHOS,Pass,Complete,1,1,9,L,1,DALLAS,,,,,,,,,8,Ana Leal,7,Elvira Núñez Calzado,,
CAN,10,1,D,1,2,6,6,SLOT,L,,,,Pass,Incomplete,1,0,0,L,7,GOAL LINE,,,,,,,,,,,7,Elvira Núñez Calzado,,
CAN,11,1,D,1,3,6,6,SLOT,L,,,C-CROSS,Pass,"Complete, TD",1,1,6,L,2,GOAL LINE,,,,,,,,,,,7,Elvira Núñez Calzado,,
CAN,12,1,K,1,0,5,5,SLOT,L,,,,Extra Pt. Block,Good,1,1,5,R,6,GOAL LINE,,,,,,,,,,,7,Elvira Núñez Calzado,,
CAN,13,1,O,2,1,20,-5,DOBLE TIGHT,L,,,,Pass,Complete,1,1,9,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
CAN,14,1,O,2,2,11,-14,SLOT TIGHT,R,,,,Pass,Complete,1,1,7,R,3,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
CAN,15,1,O,2,3,4,-21,SLOT,R,,,,Pass,1st DN,1,1,6,R,3,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
CAN,16,1,O,2,1,23,23,DOBLE TIGHT,L,,,,Run,Rush,,,15,R,,,,,,,,,,,,,,,9,Olga Sotillo Val
CAN,17,1,O,2,2,8,8,SLOT,L,,,,Pass,Complete,1,1,5,L,1,,10,Monica Rafecas,,,,,,,,,,,9,Olga Sotillo Val
CAN,18,1,O,2,3,3,3,SLOT,R,,,,Pass,Batted Down,1,0,0,R,2,,10,Monica Rafecas,,,,,,,,,,,,
CAN,19,1,O,2,4,3,3,BUNCH,R,,,,Pass,Interception,1,0,0,R,6,,10,Monica Rafecas,,,,,,,,,,,,
CAN,20,1,D,2,1,24,-1,SLOT,R,,,,Pass,Complete,1,1,9,R,2,DENVER,,,,,,,,,13,Cris Gómez,7,Elvira Núñez Calzado,,
CAN,21,1,D,2,2,15,-10,SLOT,R,,,GANCHOS,Pass,Complete,1,1,9,R,2,FALCON,,,,,,,,,13,Cris Gómez,7,Elvira Núñez Calzado,,
CAN,22,1,D,2,3,6,-19,SLOT,L,,,GANCHOS,Pass,1st DN,1,1,15,L,1,KANSAS,,,,,,,,,5,Estefanía Sastre Lois,1,María Vidal,,
CAN,23,1,D,2,1,16,16,SLOT,L,,,C-CROSS,Pass,Complete,1,1,5,L,1,FALCON,,,,,,,,,13,Cris Gómez,1,María Vidal,,
CAN,24,1,D,2,2,11,11,SLOT,L,,,C-CROSS,Pass,"Complete, TD",1,1,11,L,4,REGULAR,,,,,,,,,,,7,Elvira Núñez Calzado,,
CAN,25,1,K,2,0,5,5,SLOT,R,,,,Extra Pt. Block,No Good,1,0,0,R,6,SEAHAWK,,,,,,,,,,,7,Elvira Núñez Calzado,,
CAN,26,1,O,3,1,20,-5,SLOT,L,,,,Pass,Incomplete,1,0,0,R,2,,10,Monica Rafecas,,,,,,,,,,,,
CAN,27,1,O,3,2,20,-5,SLOT TIGHT,R,,,,Pass,Penalty,1,1,16,L,2,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
CAN,28,1,O,3,2,4,-21,ISO,L,,,,Pass,1st DN,1,1,18,R,9,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
CAN,29,1,O,3,1,11,11,ISO,L,,,,Pass,"Complete, TD",1,1,6,R,9,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
CAN,30,1,K,3,0,5,5,SLOT,L,,,,Extra Pt.,No Good,1,0,0,R,6,,10,Monica Rafecas,,,,,,,,,,,,
CAN,31,1,D,3,1,20,-5,SLOT,L,,,GANCHOS Z-GO,Pass,Complete,1,1,13,L,2,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
CAN,32,1,D,3,2,7,-18,SLOT,L,,,GANCHOS,Pass,1st DN,1,1,9,R,2,KANSAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
CAN,33,1,D,3,1,23,23,TRIPS,L,,,GANCHOS,Pass,Penalty,,,-5,L,1,DALLAS,,,,,,,,,,,2,Victoria Sanchez Segarra,,
CAN,34,1,D,3,1,28,28,SLOT,L,,,GANCHOS,Pass,Complete,1,1,12,L,2,DALLAS WAKANDA,,,,,,,,,8,Ana Leal,2,Victoria Sanchez Segarra,,
CAN,35,1,D,3,2,16,16,SLOT,R,,,GANCHOS,Pass,Complete,1,1,8,R,2,KANSAS,,,,,,,,,13,Cris Gómez,2,Victoria Sanchez Segarra,,
CAN,36,1,D,3,3,8,8,SLOT,R,,,GANCHOS,Pass,"Complete, TD",1,1,8,R,3,REGULAR,,,,,,,,,,,1,María Vidal,,
CAN,38,1,K,3,0,10,10,SLOT,R,,,,2 Pt. Defend,Good,1,1,,R,5,LINE,,,,,,,,,,,1,María Vidal,,
CAN,39,1,O,4,1,20,-5,ISO,L,,,,Pass,Dropped,1,0,0,R,1,,10,Monica Rafecas,7,Elvira Núñez Calzado,,,,,,,,,,
CAN,40,1,O,4,2,20,-5,SLOT TIGHT,R,,,,Pass,Incomplete,1,0,0,R,3,,10,Monica Rafecas,,,,,,,,,,,,
CAN,41,1,O,4,3,20,-5,SLOT,R,,,,Pass,Complete,1,1,5,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
CAN,42,1,O,4,4,20,-10,SLOT,L,,,,Pass,1st DN,1,1,16,L,4,,3,Violeta Alexandra Wiksten,4,Maria del Mar,,,,,,,,,,
CAN,43,1,O,4,1,24,24,SLOT TIGHT,R,,,,Pass,Complete,1,1,8,R,2,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
CAN,44,1,O,4,2,16,16,5-WIDE,BAL,,,,Pass,Fumble,,,0,R,,,10,Monica Rafecas,,,,,,,,,,,,
CAN,45,1,O,4,3,16,16,TRIPS,R,,,,Pass,Batted Down,1,0,0,R,9,,10,Monica Rafecas,,,,,,,,,,,,
CAN,46,2,D,4,1,20,-5,SLOT,L,,,GANCHOS C-BACK,Pass,Complete,1,1,13,L,1,DENVER,,,,,,,,,5,Estefanía Sastre Lois,2,Victoria Sanchez Segarra,,
CAN,47,2,D,4,2,7,-18,SLOT,R,,,GANCHOS,Pass,Batted Down,1,0,0,R,3,REGULAR,,,,,,,,,,,2,Victoria Sanchez Segarra,,
CAN,48,2,D,4,3,7,-18,SLOT,R,,,GANCHOS Y-PC,Pass,Incomplete,1,0,0,R,9,FALCON,,,,,,,,,,,1,María Vidal,,
CAN,49,2,D,4,4,7,-18,SLOT,L,,,FLOOD,Pass,Incomplete,1,0,0,L,6,REGULAR,,,,,,,,,,,1,María Vidal,,
CAN,50,2,O,5,1,20,-5,SLOT TIGHT,R,,,,Pass,Complete,1,1,4,R,3,,3,Violeta Alexandra Wiksten,9,Olga Sotillo Val,,,,,,,,,,
CAN,51,2,O,5,2,16,-9,ISO,L,,,,Pass,Incomplete,1,0,0,L,2,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
CAN,52,2,O,5,3,16,-9,SLOT,R,,,,Pass,Incomplete,1,0,0,L,9,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
CAN,53,2,O,5,4,16,-9,SLOT,R,,,,Pass,1st DN,1,1,28,R,6,,3,Violeta Alexandra Wiksten,9,Olga Sotillo Val,,,,,,,,,,
CAN,54,2,O,5,1,13,13,ISO,L,,,,Pass,Complete,1,1,5,R,3,,3,Violeta Alexandra Wiksten,11,Emma García,,,,,,,,,,
CAN,55,2,O,5,2,8,8,BUNCH,R,,,,Pass,"Complete, TD",1,1,8,R,2,,3,Violeta Alexandra Wiksten,11,Emma García,,,,,,,,,,
CAN,56,2,K,5,0,10,10,SLOT,L,,,,2 Pt.,No Good,1,0,,R,6,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
CAN,57,2,D,5,1,20,-5,BUNCH,L,,,ASPAS,Pass,Complete,1,1,8,L,2,FALCON,,,,,,,,,8,Ana Leal,1,María Vidal,,
CAN,58,2,D,5,2,12,-13,SPREAD BUNCH,R,,,,Pass,Penalty,,,-10,R,3,DALLAS,,,,,,,,,6,Laia Girona,1,María Vidal,,
CAN,59,2,D,5,3,19,-6,SPREAD BUNCH,L,,,,Pass,Complete,1,1,13,L,1,KANSAS,,,,,,,,,6,Laia Girona,2,Victoria Sanchez Segarra,,
CAN,60,2,D,5,4,6,-19,SPREAD BUNCH,L,,,,Pass,"Complete, TD",1,1,31,R,6,PARIS,,,,,,,,,,,2,Victoria Sanchez Segarra,,
CAN,61,2,K,5,0,10,10,SLOT,R,,,,2 Pt. Defend,No Good,1,0,0,R,9,USA,,,,,,,,,,,2,Victoria Sanchez Segarra,,
CAN,62,2,O,6,1,20,-5,SLOT,R,,,,Pass,Sack,,,-4,R,,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
CAN,63,2,O,6,2,24,-1,DOBLE TIGHT,R,,,,Pass,"Interception, Def TD",1,0,0,R,3,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
CAN,64,2,K,6,0,5,5,SLOT,L,,,,Extra Pt. Block,Penalty,,,-2,L,1,REGULAR,,,,,,,8,Ana Leal,,,1,María Vidal,,
CAN,65,2,K,6,0,2,2,SLOT,R,,,,Extra Pt. Block,Good,1,1,5,L,1,REGULAR,,,,,,,,,,,1,María Vidal,,
CAN,66,2,O,7,1,20,-5,SLOT,R,,,,Pass,Complete,1,1,5,R,3,,3,Violeta Alexandra Wiksten,9,Olga Sotillo Val,,,,,,,,,,
CAN,67,2,O,7,2,15,-10,SLOT,L,,,,Pass,Fumble,,,0,,,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
CAN,68,2,O,7,3,15,-10,SLOT,L,,,,Pass,Complete,1,1,10,R,3,,3,Violeta Alexandra Wiksten,11,Emma García,,,,,,,,,,
CAN,69,2,O,7,4,5,-20,SLOT,L,,,,Pass,1st DN,1,1,9,R,3,,3,Violeta Alexandra Wiksten,4,Maria del Mar,,,,,,,,,,
CAN,70,2,O,7,1,21,21,SLOT,L,,,,Pass,"Complete, TD",1,1,21,L,7,,3,Violeta Alexandra Wiksten,7,Elvira Núñez Calzado,,,,,,,,,,
CAN,71,2,K,7,0,10,10,ISO,L,,,,2 Pt.,No Good,1,0,0,L,8,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
CAN,72,2,D,6,1,20,-5,BUNCH,L,,,ASPAS,Pass,Complete,1,1,9,R,2,DALLAS WAKANDA,,,,,,,,,2,Victoria Sanchez Segarra,2,Victoria Sanchez Segarra,,
CAN,73,2,D,6,2,11,-14,BUNCH,L,,,ASPAS,Pass,Complete,1,1,6,R,3,FALCON,,,,,,,,,6,Laia Girona,2,Victoria Sanchez Segarra,,
CAN,74,2,D,6,3,5,-20,BUNCH,L,,,ASPAS,Pass,1st DN,1,1,22,L,7,REGULAR,,,,,,,,,8,Ana Leal,1,María Vidal,,
CAN,75,2,D,6,1,9,9,SLOT,R,,,GANCHOS,Pass,Incomplete,1,0,0,L,8,REGULAR,,,,,,,,,,,1,María Vidal,,
CAN,76,2,D,6,2,9,9,SLOT,R,,,Y-MEDIO,Pass,"Complete, TD",1,1,9,R,5,REGULAR,,,,,,,,,,,2,Victoria Sanchez Segarra,,
CAN,77,2,K,6,0,10,10,SLOT,R,,,,2 Pt. Defend,No Good,1,0,0,L,4,USA,,,,,,,6,Laia Girona,,,2,Victoria Sanchez Segarra,,
CAN,78,2,O,8,1,20,-5,SLOT,R,,,,Pass,Incomplete,1,0,0,R,9,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
CAN,79,2,O,8,2,20,-5,ISO,L,,,,Pass,Incomplete,1,0,0,R,3,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
CAN,80,2,O,8,3,20,-5,SLOT,R,,,,Pass,Incomplete,1,0,0,R,9,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
CAN,81,2,O,8,4,20,-5,5-WIDE,BAL,,,,Pass,Incomplete,1,0,0,R,3,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
CAN,82,2,D,7,1,20,-5,BUNCH,R,,,ASPAS,Pass,Complete,1,1,7,L,1,REGULAR,,,,,,,,,8,Ana Leal,1,María Vidal,,
CAN,83,2,S,7,2,13,-12,BUNCH,R,,,,Run,Downed,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
