Frame,Estado
1694,Desconocida
1695,Desconocida
1696,Desconocida
1697,Desconocida
1698,Desconocida
1699,Desconocida
1700,Desconocida
1701,Desconocida
1702,Desconocida
1703,Desconocida
1704,Desconocida
1705,Desconocida
1706,Desconocida
1707,Desconocida
1708,Desconocida
1709,Desconocida
1710,Desconocida
1711,Desconocida
1712,Desconocida
1713,Desconocida
1714,Desconocida
1715,Desconocida
1716,Desconocida
1717,Desconocida
1718,Desconocida
1719,Desconocida
1720,Desconocida
1721,Desconocida
1722,Desconocida
1723,Desconocida
1724,Desconocida
1725,Desconocida
1726,Desconocida
1727,Desconocida
1728,Desconocida
1729,Desconocida
1730,Desconocida
1731,Desconocida
1732,Desconocida
1733,Desconocida
1734,Desconocida
1735,Desconocida
1736,Desconocida
1737,Desconocida
1738,Desconocida
1739,Desconocida
1740,Desconocida
1741,Desconocida
1742,Desconocida
1743,Desconocida
1744,Desconocida
1745,Desconocida
1746,Desconocida
1747,Desconocida
1748,Desconocida
1749,Desconocida
1750,Desconocida
1751,Desconocida
1752,Desconocida
1753,Desconocida
1754,Desconocida
1755,Desconocida
1756,Desconocida
1757,Desconocida
1758,Desconocida
1759,Desconocida
1760,Desconocida
1761,Desconocida
1762,Desconocida
1763,Desconocida
1764,Desconocida
1765,Desconocida
1766,Desconocida
1767,Desconocida
1768,Desconocida
1769,Desconocida
1770,Desconocida
1771,Desconocida
1772,Desconocida
1773,Desconocida
1774,Desconocida
1775,Desconocida
1776,Desconocida
1777,Desconocida
1778,Desconocida
1779,Desconocida
1780,Desconocida
1781,Desconocida
1782,Desconocida
1783,Desconocida
1784,Desconocida
1785,Desconocida
1786,Desconocida
1787,Desconocida
1788,Desconocida
1789,Desconocida
1790,Desconocida
1791,Desconocida
1792,Desconocida
1793,Desconocida
1794,Desconocida
1795,Desconocida
1796,Desconocida
1797,Desconocida
1798,Desconocida
1799,Desconocida
1800,Desconocida
1801,Desconocida
1802,Desconocida
1803,Desconocida
1804,Desconocida
1805,Desconocida
1806,Desconocida
1807,Desconocida
1808,Desconocida
1809,Desconocida
1810,Desconocida
1811,Desconocida
1812,Desconocida
1813,Desconocida
1814,Desconocida
1815,Desconocida
1816,Desconocida
1817,Desconocida
1818,Desconocida
1819,Desconocida
1820,Desconocida
1821,Desconocida
1822,Desconocida
1823,Desconocida
1824,Desconocida
1825,Desconocida
1826,Desconocida
1827,Desconocida
1828,Desconocida
1829,Desconocida
1830,Desconocida
1831,Desconocida
1832,Desconocida
1833,Desconocida
1834,Desconocida
1835,Desconocida
1836,Desconocida
1837,Desconocida
1838,Desconocida
1839,Desconocida
1840,Desconocida
1841,Desconocida
1842,Desconocida
1843,Desconocida
1844,Desconocida
1845,Desconocida
1846,Desconocida
1847,Desconocida
1848,Desconocida
1849,Desconocida
1850,Desconocida
1851,Desconocida
1852,Desconocida
1853,Desconocida
1854,Desconocida
1855,Desconocida
1856,Desconocida
1857,Desconocida
1858,Desconocida
1859,Desconocida
1860,Desconocida
1861,Desconocida
1862,Desconocida
1863,Desconocida
1864,Desconocida
1865,Desconocida
1866,Desconocida
1867,Desconocida
1868,Desconocida
1869,Desconocida
1870,Desconocida
1871,Desconocida
1872,Desconocida
1873,Desconocida
1874,Desconocida
1875,Desconocida
1876,Desconocida
1877,Desconocida
1878,Desconocida
1879,Desconocida
1880,Desconocida
1881,Desconocida
1882,Desconocida
1883,Desconocida
1884,Desconocida
1885,Desconocida
1886,Desconocida
1887,Desconocida
1888,Desconocida
1889,Desconocida
1890,Desconocida
1891,Desconocida
1892,Desconocida
1893,Desconocida
1894,Desconocida
1895,Desconocida
1896,Desconocida
1897,Desconocida
1898,Desconocida
1899,Desconocida
1900,Desconocida
1901,Desconocida
1902,Desconocida
1903,Desconocida
1904,Desconocida
1905,Desconocida
1906,Desconocida
1907,Desconocida
1908,Desconocida
1909,Desconocida
1910,Desconocida
1911,Desconocida
1912,Desconocida
1913,Desconocida
1914,Desconocida
1915,Desconocida
1916,Desconocida
1917,Desconocida
1918,Desconocida
1919,Desconocida
1920,Desconocida
1921,Desconocida
1922,Desconocida
1923,Desconocida
1924,Desconocida
1925,Desconocida
1926,Desconocida
1927,Desconocida
1928,Desconocida
1929,Desconocida
1930,Desconocida
1931,Desconocida
1932,Desconocida
1933,Desconocida
1934,Desconocida
1935,Desconocida
1936,Desconocida
1937,Desconocida
1938,Desconocida
1939,Desconocida
1940,Desconocida
1941,Desconocida
1942,Desconocida
1943,Desconocida
1944,Desconocida
1945,Desconocida
1946,Desconocida
1947,Desconocida
